"id";"Gender";"Age";"Driving_License";"Region_Code";"Previously_Insured";"Vehicle_Age";"Vehicle_Damage";"Annual_Premium";"Policy_Sales_Channel";"Vintage";"Response"
34721;"Female";36;1;45;0;"1-2 Year";"Yes";28694;26;22;1
34722;"Male";48;0;3;0;"1-2 Year";"No";27070;154;135;0
34723;"Male";34;1;31;1;"< 1 Year";"No";2630;152;160;0
34724;"Female";29;1;30;0;"1-2 Year";"Yes";2630;124;139;0
34725;"Female";61;1;28;0;"1-2 Year";"Yes";27138;122;131;0
34726;"Female";42;1;46;0;"1-2 Year";"Yes";29732;124;162;1
34727;"Female";59;1;34;0;"1-2 Year";"Yes";40910;157;23;0
34728;"Female";24;1;2;0;"< 1 Year";"Yes";39465;152;298;0
34729;"Male";27;1;22;0;"< 1 Year";"Yes";20410;152;84;1
34730;"Female";27;1;38;1;"< 1 Year";"No";24657;26;2618;0
34731;"Female";26;1;8;1;"< 1 Year";"No";33274;152;273;0
34732;"Male";21;1;3;0;"< 1 Year";"Yes";23042;160;225;0
34733;"Male";67;1;33;0;"1-2 Year";"Yes";36537;124;41;0
34734;"Male";43;1;25;0;"1-2 Year";"Yes";18778;156;273;0
34735;"Male";24;1;29;1;"< 1 Year";"No";36803;152;273;0
34736;"Male";48;1;28;0;"1-2 Year";"Yes";29290;156;46;1
34737;"Female";25;1;15;0;"< 1 Year";"No";42086;152;51;0
34738;"Female";75;1;3;0;"1-2 Year";"No";37731;124;186;0
34739;"Female";28;1;8;1;"< 1 Year";"No";37340;152;171;0
34740;"Female";23;1;11;1;"< 1 Year";"No";33768;152;192;0
34741;"Male";44;1;20;1;"1-2 Year";"No";2630;26;218;0
34742;"Female";26;1;13;1;"< 1 Year";"No";13963;152;31;0
34743;"Male";45;1;28;0;"1-2 Year";"Yes";45680;26;53;0
34744;"Male";54;1;23;0;"1-2 Year";"Yes";31054;26;280;1
34745;"Female";21;1;3;1;"< 1 Year";"No";23839;152;3440;0
34746;"Female";40;1;21;0;"1-2 Year";"Yes";2630;156;185;0
34747;"Female";25;1;49;1;"< 1 Year";"No";24301;160;212;0
34748;"Male";74;1;28;0;"1-2 Year";"Yes";26344;26;43;0
34749;"Female";25;1;28;1;"< 1 Year";"No";45149;152;202;0
34750;"Female";95;1;33;1;"1-2 Year";"No";31439;22;264;0
34751;"Male";51;1;8;0;"1-2 Year";"Yes";2630;26;243;1
34752;"Male";42;1;3;0;"1-2 Year";"Yes";32487;26;181;1
34753;"Female";47;1;7;1;"1-2 Year";"No";40192;124;88;0
34754;"Male";50;1;3;0;"1-2 Year";"Yes";36765;124;286;0
34755;"Female";22;1;30;0;"< 1 Year";"Yes";21060;152;157;0
34756;"Female";23;1;46;1;"< 1 Year";"No";30474;26;111;0
34757;"Female";28;1;28;0;"< 1 Year";"Yes";2630;124;36;1
34758;"Female";51;1;8;1;"1-2 Year";"No";49767;124;95;0
34759;"Male";23;1;11;1;"< 1 Year";"No";2630;152;79;0
34760;"Male";39;1;28;0;"1-2 Year";"Yes";45115;154;45;0
34761;"Female";29;1;27;0;"< 1 Year";"No";21986;26;181;0
34762;"Male";25;1;32;1;"< 1 Year";"No";36838;26;225;0
34763;"Male";30;1;21;0;"< 1 Year";"Yes";34108;124;50;0
34764;"Female";28;1;28;0;"< 1 Year";"Yes";2630;158;288;1
34765;"Male";72;1;28;0;"1-2 Year";"Yes";57756;122;99;1
34766;"Male";58;1;19;0;"> 2 Years";"Yes";2630;122;76;0
34767;"Female";24;1;39;1;"< 1 Year";"No";27382;152;64;0
34768;"Male";23;1;29;1;"< 1 Year";"No";54251;152;211;0
34769;"Female";36;1;29;0;"1-2 Year";"Yes";25980;26;255;1
34770;"Female";31;1;15;1;"< 1 Year";"No";35808;152;79;0
34771;"Male";57;1;28;0;"1-2 Year";"Yes";30694;26;227;1
34772;"Male";60;1;28;0;"> 2 Years";"Yes";67642;124;255;0
34773;"Male";38;1;8;0;"1-2 Year";"Yes";32180;155;111;0
34774;"Male";28;1;46;1;"< 1 Year";"No";29471;151;714;0
34775;"Male";51;1;31;0;"1-2 Year";"Yes";2630;26;228;1
34776;"Female";21;1;47;1;"< 1 Year";"Yes";29904;152;1320;0
34777;"Male";44;1;11;0;"1-2 Year";"Yes";2630;156;157;1
34778;"Female";54;1;11;0;"1-2 Year";"Yes";31760;26;194;0
34779;"Male";34;1;41;0;"< 1 Year";"Yes";36644;124;109;1
34780;"Male";55;1;28;0;"1-2 Year";"Yes";2630;26;16;1
34781;"Male";42;1;28;0;"1-2 Year";"Yes";24937;124;153;1
34782;"Female";22;1;24;1;"< 1 Year";"No";30340;152;92;0
34783;"Female";56;1;46;0;"> 2 Years";"Yes";2630;124;258;0
34784;"Male";33;1;35;0;"1-2 Year";"Yes";31263;26;288;0
34785;"Female";41;1;46;1;"1-2 Year";"No";26543;26;277;0
34786;"Female";45;1;36;0;"1-2 Year";"Yes";33553;163;255;1
34787;"Male";50;1;11;0;"1-2 Year";"Yes";37103;124;1853;0
34788;"Female";44;1;47;0;"1-2 Year";"No";44432;16;276;0
34789;"Female";24;1;11;0;"< 1 Year";"Yes";30736;152;254;1
34790;"Male";23;1;4;1;"< 1 Year";"No";25802;160;212;0
34791;"Male";32;1;41;1;"< 1 Year";"No";32838;152;237;0
34792;"Female";23;1;28;0;"< 1 Year";"Yes";44214;152;2580;1
34793;"Female";43;1;28;0;"1-2 Year";"Yes";20186;26;203;0
34794;"Female";25;1;11;1;"< 1 Year";"No";23931;152;73;0
34795;"Male";99;1;28;0;"1-2 Year";"Yes";52979;26;154;1
34796;"Female";21;1;28;0;"1-2 Year";"Yes";29679;154;289;1
34797;"Male";57;1;41;0;"1-2 Year";"Yes";2630;26;287;1
34798;"Male";26;1;33;0;"< 1 Year";"Yes";35614;163;125;0
34799;"Female";29;1;29;1;"< 1 Year";"No";29831;152;12;0
34800;"Female";30;0;3;0;"1-2 Year";"No";32589;154;238;0
34801;"Female";42;0;28;0;"1-2 Year";"No";31571;13;111;0
34802;"Male";84;1;18;1;"1-2 Year";"No";29417;131;283;0
34803;"Female";44;0;28;0;"1-2 Year";"No";27436;124;111;0
34804;"Male";52;1;46;0;"1-2 Year";"Yes";25612;26;222;0
34805;"Female";21;1;8;0;"< 1 Year";"Yes";53254;160;254;0
34806;"Male";21;1;13;1;"< 1 Year";"No";33867;152;61;0
34807;"Male";67;1;46;0;"1-2 Year";"Yes";26592;124;113;0
34808;"Female";27;1;45;1;"< 1 Year";"No";36390;152;116;0
34809;"Female";23;1;6;0;"< 1 Year";"Yes";35574;26;280;0
34810;"Female";23;1;25;0;"< 1 Year";"Yes";2630;26;1360;1
34811;"Male";47;1;28;0;"1-2 Year";"Yes";29276;26;52;1
34812;"Female";35;1;8;1;"1-2 Year";"No";38767;152;179;0
34813;"Female";25;1;43;1;"< 1 Year";"No";21040;152;201;0
34814;"Male";22;1;29;1;"< 1 Year";"No";40455;152;173;0
34815;"Male";46;1;28;0;"> 2 Years";"Yes";31744;26;282;1
34816;"Male";76;1;28;0;"< 1 Year";"No";2630;1;130;0
34817;"Male";57;1;8;1;"1-2 Year";"No";47268;26;60;0
34818;"Male";23;1;30;0;"< 1 Year";"Yes";29476;152;257;0
34819;"Female";24;1;44;0;"< 1 Year";"Yes";25573;152;104;0
34820;"Female";23;1;30;1;"< 1 Year";"No";31225;152;286;0
34821;"Female";32;1;6;1;"< 1 Year";"No";24930;152;157;0
34822;"Female";30;1;28;0;"< 1 Year";"Yes";42159;152;182;1
34823;"Male";22;1;26;1;"< 1 Year";"No";28708;152;116;0
34824;"Male";33;1;33;1;"< 1 Year";"No";32294;152;62;0
34825;"Female";22;1;8;1;"< 1 Year";"No";33869;152;190;0
34826;"Male";25;1;21;1;"< 1 Year";"No";21654;152;271;0
34827;"Female";24;1;15;1;"< 1 Year";"No";41916;152;105;0
34828;"Male";40;1;13;0;"1-2 Year";"Yes";36401;124;207;1
34829;"Female";52;1;3;0;"1-2 Year";"No";39986;124;215;0
34830;"Female";35;1;41;0;"1-2 Year";"Yes";44700;152;202;0
34831;"Male";34;1;24;0;"< 1 Year";"Yes";40407;26;270;0
34832;"Male";58;1;33;0;"1-2 Year";"No";26835;26;60;0
34833;"Male";61;1;28;0;"1-2 Year";"No";48138;124;1062;0
34834;"Female";24;1;14;1;"< 1 Year";"No";42530;152;53;0
34835;"Female";25;1;6;0;"< 1 Year";"Yes";23094;152;55;1
34836;"Male";26;1;41;1;"< 1 Year";"No";31611;152;135;0
34837;"Male";35;1;28;1;"1-2 Year";"No";31027;124;133;0
34838;"Male";26;1;46;0;"< 1 Year";"Yes";2630;160;236;1
34839;"Male";30;1;15;0;"< 1 Year";"Yes";24376;152;204;0
34840;"Male";24;1;50;0;"< 1 Year";"No";17048;152;49;0
34841;"Female";44;1;28;1;"1-2 Year";"No";70720;124;109;0
34842;"Male";63;1;12;1;"1-2 Year";"No";27624;156;1488;0
34843;"Female";95;1;28;0;"1-2 Year";"Yes";45325;26;51;1
34844;"Male";23;1;32;0;"< 1 Year";"Yes";25567;152;284;1
34845;"Male";41;1;43;0;"1-2 Year";"Yes";30576;124;567;0
34846;"Male";22;1;28;0;"< 1 Year";"Yes";23524;152;222;0
34847;"Male";57;1;28;0;"1-2 Year";"Yes";52412;147;276;1
34848;"Male";48;1;7;1;"1-2 Year";"No";27049;26;32;0
34849;"Male";47;1;33;0;"1-2 Year";"Yes";34175;26;20;0
34850;"Female";38;1;50;0;"1-2 Year";"Yes";33106;26;110;1
34851;"Male";32;1;14;1;"< 1 Year";"No";2630;152;33;0
34852;"Female";30;1;28;0;"< 1 Year";"Yes";35963;152;258;1
34853;"Male";46;1;28;1;"1-2 Year";"Yes";47363;122;78;0
34854;"Male";72;1;8;0;"1-2 Year";"Yes";44147;124;283;0
34855;"Male";22;1;16;0;"< 1 Year";"Yes";34202;152;158;1
34856;"Female";34;1;29;1;"1-2 Year";"No";24157;152;172;0
34857;"Male";26;1;8;1;"< 1 Year";"No";33679;152;241;0
34858;"Female";25;1;47;1;"< 1 Year";"No";42774;152;155;0
34859;"Male";75;1;33;0;"> 2 Years";"Yes";2630;157;3278;0
34860;"Female";49;1;46;0;"1-2 Year";"Yes";16588;26;149;1
34861;"Female";24;1;29;1;"< 1 Year";"No";30352;152;128;0
34862;"Female";38;1;28;0;"1-2 Year";"No";34038;124;190;0
34863;"Male";29;0;33;0;"1-2 Year";"No";2630;156;83;0
34864;"Male";28;1;30;0;"< 1 Year";"Yes";2630;152;93;0
34865;"Male";67;1;43;1;"1-2 Year";"Yes";49611;124;102;0
34866;"Male";25;1;29;1;"< 1 Year";"No";26728;152;204;0
34867;"Male";47;1;36;0;"1-2 Year";"Yes";24767;124;32;1
34868;"Female";22;1;7;0;"< 1 Year";"Yes";36767;152;63;0
34869;"Female";41;1;45;0;"1-2 Year";"Yes";25848;26;115;0
34870;"Female";24;1;8;1;"< 1 Year";"No";2630;152;248;0
34871;"Female";40;1;28;0;"1-2 Year";"Yes";24156;124;40;0
34872;"Male";25;1;17;1;"< 1 Year";"No";55139;152;171;0
34873;"Female";25;1;35;0;"< 1 Year";"Yes";32019;152;231;0
34874;"Female";32;1;28;0;"1-2 Year";"Yes";22826;124;270;1
34875;"Male";23;1;41;1;"< 1 Year";"No";27530;152;287;0
34876;"Female";39;0;36;0;"1-2 Year";"No";2630;124;22;0
34877;"Female";38;1;28;0;"1-2 Year";"Yes";37475;26;11;1
34878;"Male";63;1;15;1;"1-2 Year";"No";37077;26;263;0
34879;"Male";58;1;28;0;"1-2 Year";"Yes";36537;124;166;0
34880;"Male";75;1;10;1;"< 1 Year";"No";21982;152;124;0
34881;"Male";23;1;8;1;"< 1 Year";"No";46434;160;130;0
34882;"Female";47;1;24;1;"1-2 Year";"No";36111;145;122;0
34883;"Female";53;0;28;0;"1-2 Year";"No";34483;60;269;0
34884;"Female";30;1;47;1;"1-2 Year";"Yes";29352;157;17;0
34885;"Female";24;1;41;1;"< 1 Year";"No";46506;152;97;0
34886;"Male";65;0;8;0;"1-2 Year";"No";30458;7;192;0
34887;"Female";26;1;35;1;"< 1 Year";"No";35822;152;268;0
34888;"Female";129;1;28;0;"1-2 Year";"Yes";51716;26;230;1
34889;"Male";40;1;8;0;"1-2 Year";"Yes";2630;124;12;0
34890;"Male";38;1;28;0;"1-2 Year";"Yes";33157;61;123;0
34891;"Female";37;1;33;0;"1-2 Year";"Yes";32700;26;187;1
34892;"Female";30;1;14;1;"< 1 Year";"No";22481;152;183;0
34893;"Female";68;1;28;0;"> 2 Years";"Yes";29386;26;234;0
34894;"Male";22;1;46;1;"< 1 Year";"No";24088;152;46;0
34895;"Female";24;1;50;1;"< 1 Year";"No";33748;152;241;0
34896;"Female";71;1;7;1;"1-2 Year";"No";56269;124;221;0
34897;"Female";21;1;17;1;"< 1 Year";"No";50022;160;241;0
34898;"Male";52;1;14;0;"1-2 Year";"Yes";19096;26;91;1
34899;"Female";21;1;8;1;"< 1 Year";"No";71354;152;187;0
34900;"Male";23;1;14;0;"< 1 Year";"Yes";29405;154;194;0
34901;"Female";24;1;15;1;"< 1 Year";"No";36535;152;77;0
34902;"Male";34;1;28;0;"1-2 Year";"Yes";50658;124;86;1
34903;"Male";23;1;41;0;"< 1 Year";"Yes";2630;152;124;0
34904;"Female";80;1;35;0;"> 2 Years";"Yes";2630;10;142;1
34905;"Female";24;1;2;0;"< 1 Year";"Yes";26965;152;56;0
34906;"Male";94;1;28;1;"1-2 Year";"No";2630;26;124;0
34907;"Female";26;1;35;1;"< 1 Year";"No";29889;152;193;0
34908;"Male";49;1;48;1;"1-2 Year";"No";2630;124;297;0
34909;"Male";80;1;41;0;"1-2 Year";"Yes";43860;12;184;1
34910;"Male";60;1;28;0;"1-2 Year";"Yes";44279;157;49;0
34911;"Male";23;1;30;0;"< 1 Year";"Yes";20971;152;259;0
34912;"Female";20;1;27;1;"< 1 Year";"No";33645;160;267;0
34913;"Male";32;1;18;0;"1-2 Year";"Yes";33266;154;143;1
34914;"Female";25;1;28;1;"< 1 Year";"No";29879;152;95;0
34915;"Female";34;1;18;0;"1-2 Year";"Yes";2630;124;216;0
34916;"Male";24;1;36;1;"< 1 Year";"No";38205;152;18;0
34917;"Female";31;1;7;0;"1-2 Year";"Yes";2630;26;12;0
34918;"Male";126;1;28;0;"> 2 Years";"Yes";55807;26;283;1
34919;"Male";20;1;24;0;"< 1 Year";"Yes";18729;160;251;0
34920;"Male";48;1;28;1;"1-2 Year";"No";31571;124;256;0
34921;"Male";44;1;20;0;"1-2 Year";"Yes";2630;124;166;0
34922;"Male";60;0;28;0;"1-2 Year";"No";33430;25;118;0
34923;"Female";33;0;30;0;"1-2 Year";"No";31831;155;126;0
34924;"Male";61;1;46;0;"1-2 Year";"Yes";48304;124;214;0
34925;"Female";44;1;8;0;"1-2 Year";"Yes";29678;152;109;0
34926;"Male";24;1;8;0;"< 1 Year";"Yes";55022;152;91;0
34927;"Male";28;1;15;1;"< 1 Year";"No";48052;152;97;0
34928;"Female";29;1;18;0;"< 1 Year";"Yes";2630;152;236;1
34929;"Female";23;1;29;1;"< 1 Year";"No";2630;152;284;0
34930;"Male";54;1;28;0;"> 2 Years";"Yes";50696;26;282;1
34931;"Female";42;1;28;1;"1-2 Year";"No";38134;124;105;0
34932;"Female";28;1;8;0;"< 1 Year";"Yes";2630;152;291;0
34933;"Female";54;1;28;0;"1-2 Year";"Yes";63365;26;268;1
34934;"Male";23;1;41;1;"< 1 Year";"No";28714;152;167;0
34935;"Male";21;1;36;1;"< 1 Year";"Yes";28828;152;4750;0
34936;"Male";53;1;35;0;"1-2 Year";"Yes";24635;124;11;1
34937;"Male";51;1;28;0;"1-2 Year";"Yes";32939;124;140;0
34938;"Male";28;1;6;0;"1-2 Year";"Yes";2630;154;61;1
34939;"Female";23;1;15;0;"< 1 Year";"No";47447;152;264;0
34940;"Male";20;0;28;0;"1-2 Year";"No";45814;124;169;0
34941;"Female";26;1;15;0;"< 1 Year";"Yes";30822;152;233;0
34942;"Female";54;1;28;0;"1-2 Year";"Yes";35233;26;282;1
34943;"Male";39;1;28;1;"1-2 Year";"No";2630;122;25;0
34944;"Female";59;1;28;0;"1-2 Year";"Yes";42427;124;249;1
34945;"Female";67;1;17;0;"1-2 Year";"Yes";52322;163;254;1
34946;"Female";50;1;18;1;"1-2 Year";"No";38733;26;111;0
34947;"Male";74;1;9;0;"> 2 Years";"Yes";45655;124;80;0
34948;"Male";39;1;28;1;"1-2 Year";"No";33787;26;80;0
34949;"Male";64;1;46;0;"> 2 Years";"Yes";24639;26;200;1
34950;"Male";54;0;8;0;"1-2 Year";"No";40883;26;189;0
34951;"Female";28;1;28;0;"1-2 Year";"Yes";2630;155;139;1
34952;"Male";94;1;28;0;"1-2 Year";"Yes";40634;124;167;1
34953;"Male";54;1;28;0;"> 2 Years";"Yes";43212;26;127;0
34954;"Male";73;1;29;0;"< 1 Year";"Yes";32642;163;209;1
34955;"Female";50;1;41;1;"1-2 Year";"No";2630;124;268;0
34956;"Female";30;1;26;1;"< 1 Year";"No";34988;152;98;0
34957;"Female";24;1;8;0;"< 1 Year";"Yes";37709;152;213;0
34958;"Female";51;1;28;0;"1-2 Year";"Yes";33684;122;29;1
34959;"Male";42;1;41;1;"1-2 Year";"No";32391;26;226;0
34960;"Male";22;1;8;0;"< 1 Year";"Yes";43312;152;169;0
34961;"Male";49;1;28;0;"1-2 Year";"Yes";27080;26;78;0
34962;"Female";23;1;18;1;"< 1 Year";"No";33483;152;88;0
34963;"Female";21;1;39;1;"< 1 Year";"No";44116;152;294;0
34964;"Male";22;1;50;1;"< 1 Year";"No";40315;152;264;0
34965;"Male";22;1;30;1;"< 1 Year";"No";25754;152;252;0
34966;"Female";75;1;8;0;"1-2 Year";"Yes";34509;124;47;0
34967;"Male";29;1;26;1;"< 1 Year";"No";35672;152;1096;0
34968;"Female";42;1;32;0;"1-2 Year";"Yes";32568;152;89;0
34969;"Female";82;1;46;1;"< 1 Year";"No";33650;152;196;0
34970;"Male";58;1;17;1;"1-2 Year";"No";36393;124;296;0
34971;"Male";60;1;45;1;"1-2 Year";"No";33479;26;294;0
34972;"Male";50;1;8;0;"> 2 Years";"Yes";33953;25;105;1
34973;"Male";26;1;28;1;"< 1 Year";"No";25629;152;106;0
34974;"Male";48;0;41;0;"1-2 Year";"No";32087;26;35;0
34975;"Male";42;1;15;0;"1-2 Year";"Yes";24988;124;36;1
34976;"Male";42;0;28;0;"1-2 Year";"No";38844;26;157;0
34977;"Male";48;1;28;0;"> 2 Years";"Yes";37154;59;195;0
34978;"Female";48;1;28;0;"> 2 Years";"Yes";52778;26;150;1
34979;"Female";25;1;9;1;"< 1 Year";"No";35810;152;164;0
34980;"Female";36;1;36;0;"1-2 Year";"Yes";2630;163;3060;1
34981;"Male";41;1;28;0;"1-2 Year";"Yes";30754;29;219;1
34982;"Male";58;1;28;0;"1-2 Year";"No";61230;124;88;0
34983;"Female";27;1;45;1;"< 1 Year";"No";23809;152;37;0
34984;"Male";22;1;31;1;"< 1 Year";"No";2630;160;49;1
34985;"Male";67;1;2;0;"1-2 Year";"Yes";43217;26;182;0
34986;"Female";80;1;49;1;"< 1 Year";"No";33073;152;185;0
34987;"Male";41;1;28;0;"1-2 Year";"Yes";42123;124;141;1
34988;"Male";44;1;46;0;"1-2 Year";"Yes";50030;26;102;0
34989;"Male";27;1;6;1;"< 1 Year";"No";19676;152;105;0
34990;"Female";26;1;36;0;"< 1 Year";"Yes";27723;152;277;0
34991;"Female";28;1;8;1;"< 1 Year";"No";24380;152;109;0
34992;"Male";21;1;27;0;"< 1 Year";"No";31814;160;94;0
34993;"Male";53;1;29;0;"1-2 Year";"Yes";40623;26;129;0
34994;"Female";49;0;29;0;"1-2 Year";"No";26871;156;231;0
34995;"Female";39;0;28;0;"1-2 Year";"No";32199;26;292;0
34996;"Male";76;1;28;0;"1-2 Year";"Yes";28223;26;63;1
34997;"Male";55;1;28;0;"> 2 Years";"Yes";46230;26;38;1
34998;"Male";39;0;46;0;"1-2 Year";"No";2630;156;95;0
34999;"Male";24;1;8;1;"< 1 Year";"No";32993;152;194;0
35000;"Male";53;1;41;0;"1-2 Year";"Yes";45803;26;177;1
35001;"Male";48;1;28;0;"1-2 Year";"Yes";21295;26;165;1
35002;"Male";21;1;36;1;"< 1 Year";"Yes";40736;160;160;0
35003;"Female";59;1;28;0;"1-2 Year";"Yes";2630;156;151;0
35004;"Female";31;1;28;1;"< 1 Year";"No";43800;152;230;0
35005;"Male";44;1;45;0;"1-2 Year";"Yes";22567;124;1856;1
35006;"Female";67;1;24;0;"> 2 Years";"Yes";47197;24;40;0
35007;"Male";97;1;28;0;"1-2 Year";"Yes";36907;26;248;1
35008;"Female";22;1;30;1;"< 1 Year";"No";22808;152;234;0
35009;"Male";75;1;4;1;"< 1 Year";"No";30852;152;284;0
35010;"Female";25;1;46;1;"< 1 Year";"No";2630;154;285;0
35011;"Female";22;1;11;1;"< 1 Year";"No";32150;152;85;0
35012;"Male";30;1;28;0;"< 1 Year";"Yes";51234;124;209;1
35013;"Female";51;1;15;1;"1-2 Year";"No";31565;26;271;0
35014;"Female";24;1;21;1;"< 1 Year";"No";30044;152;185;0
35015;"Male";61;1;28;0;"> 2 Years";"Yes";42500;124;230;0
35016;"Female";35;1;39;0;"1-2 Year";"Yes";26081;124;181;1
35017;"Female";59;1;28;0;"> 2 Years";"Yes";55050;26;171;0
35018;"Male";48;1;28;0;"> 2 Years";"Yes";2630;122;250;1
35019;"Male";46;1;35;0;"1-2 Year";"Yes";41478;124;146;0
35020;"Male";59;1;28;0;"1-2 Year";"Yes";54266;122;38;1
35021;"Male";24;0;3;0;"1-2 Year";"No";2630;163;65;0
35022;"Male";93;1;11;0;"1-2 Year";"Yes";29829;124;117;1
35023;"Female";39;0;28;0;"1-2 Year";"No";28477;152;177;0
35024;"Female";22;1;46;0;"< 1 Year";"Yes";42133;152;109;0
35025;"Male";33;1;27;1;"1-2 Year";"No";27525;157;298;0
35026;"Male";43;1;29;0;"1-2 Year";"Yes";39660;124;206;1
35027;"Female";41;1;28;0;"> 2 Years";"Yes";74695;13;236;1
35028;"Male";44;1;28;1;"1-2 Year";"No";46013;124;208;0
35029;"Male";21;1;5;1;"< 1 Year";"No";26934;160;59;0
35030;"Female";25;1;30;0;"< 1 Year";"Yes";21129;152;195;0
35031;"Female";61;1;3;1;"1-2 Year";"No";26401;152;156;0
35032;"Male";37;1;15;1;"1-2 Year";"No";31875;160;26;0
35033;"Male";48;1;38;1;"1-2 Year";"No";2630;124;53;0
35034;"Female";48;1;28;0;"1-2 Year";"Yes";42170;26;241;0
35035;"Male";39;1;28;0;"1-2 Year";"Yes";30770;124;171;0
35036;"Male";45;1;15;0;"1-2 Year";"Yes";26530;154;94;1
35037;"Male";53;1;39;0;"1-2 Year";"Yes";25724;26;49;1
35038;"Male";45;1;28;1;"1-2 Year";"No";26693;125;247;0
35039;"Male";24;1;8;0;"< 1 Year";"No";42990;152;284;0
35040;"Male";30;1;28;1;"< 1 Year";"No";36398;152;161;0
35041;"Female";30;1;9;0;"< 1 Year";"Yes";35821;151;228;0
35042;"Female";25;1;15;0;"< 1 Year";"Yes";29610;152;239;1
35043;"Female";44;1;28;0;"1-2 Year";"Yes";2630;124;220;1
35044;"Male";28;1;30;0;"< 1 Year";"Yes";33411;163;220;1
35045;"Male";45;1;26;0;"> 2 Years";"Yes";35491;124;298;1
35046;"Female";45;1;28;0;"1-2 Year";"Yes";47436;122;96;1
35047;"Female";41;1;50;1;"1-2 Year";"No";27845;152;26;0
35048;"Male";64;1;46;0;"1-2 Year";"Yes";21914;163;256;1
35049;"Female";29;1;11;0;"< 1 Year";"Yes";27602;152;243;1
35050;"Male";27;1;46;1;"< 1 Year";"No";39450;152;152;0
35051;"Female";28;1;21;1;"< 1 Year";"No";27092;152;22;0
35052;"Male";43;1;28;0;"> 2 Years";"Yes";32120;124;80;0
35053;"Male";64;1;47;0;"1-2 Year";"Yes";28710;26;277;0
35054;"Male";47;1;19;0;"1-2 Year";"Yes";31782;26;146;1
35055;"Male";28;1;33;1;"< 1 Year";"No";23239;152;211;0
35056;"Female";40;1;3;0;"1-2 Year";"Yes";2630;124;289;1
35057;"Female";25;1;10;1;"< 1 Year";"No";31815;152;158;0
35058;"Male";41;1;28;0;"1-2 Year";"Yes";68851;24;205;0
35059;"Male";52;1;28;0;"1-2 Year";"Yes";49312;26;143;1
35060;"Female";43;1;35;0;"1-2 Year";"Yes";34170;124;110;0
35061;"Female";112;1;22;0;"1-2 Year";"No";38712;26;257;0
35062;"Female";51;1;15;1;"1-2 Year";"No";2630;14;179;0
35063;"Male";49;1;28;1;"1-2 Year";"No";32408;124;94;0
35064;"Male";23;1;11;0;"< 1 Year";"Yes";23566;152;293;0
35065;"Male";52;1;28;0;"1-2 Year";"Yes";46993;26;185;0
35066;"Female";49;1;28;0;"> 2 Years";"Yes";44136;26;282;0
35067;"Female";26;1;45;1;"< 1 Year";"No";28191;152;177;0
35068;"Female";22;1;11;0;"< 1 Year";"Yes";29424;152;239;1
35069;"Female";30;1;8;1;"< 1 Year";"No";31682;152;131;0
35070;"Female";23;1;28;1;"< 1 Year";"No";43363;152;257;0
35071;"Male";60;1;28;0;"1-2 Year";"Yes";32004;26;972;0
35072;"Male";58;1;3;1;"1-2 Year";"No";25604;124;85;0
35073;"Female";25;1;41;0;"< 1 Year";"Yes";30160;152;299;1
35074;"Female";27;1;10;1;"< 1 Year";"No";29140;152;187;0
35075;"Female";97;1;28;0;"1-2 Year";"No";65094;26;135;0
35076;"Male";37;1;39;0;"1-2 Year";"Yes";28493;124;22;1
35077;"Female";66;1;10;1;"1-2 Year";"No";30484;152;113;0
35078;"Female";45;1;28;0;"1-2 Year";"Yes";41821;26;214;1
35079;"Male";65;1;28;0;"1-2 Year";"Yes";27364;124;58;1
35080;"Female";28;1;8;1;"< 1 Year";"No";24826;152;73;0
35081;"Male";53;1;28;0;"1-2 Year";"Yes";28932;26;126;1
35082;"Male";37;1;28;0;"1-2 Year";"Yes";22123;26;1990;0
35083;"Male";75;1;8;1;"< 1 Year";"No";39474;26;288;0
35084;"Male";47;1;28;0;"1-2 Year";"Yes";45612;26;193;1
35085;"Male";83;1;15;1;"< 1 Year";"No";2630;152;259;0
35086;"Female";45;1;35;1;"1-2 Year";"No";2630;26;200;0
35087;"Female";43;0;28;0;"1-2 Year";"No";43640;124;105;0
35088;"Male";35;1;2;0;"1-2 Year";"No";32827;124;263;0
35089;"Male";37;1;28;0;"1-2 Year";"Yes";33317;124;378;0
35090;"Male";25;1;6;1;"< 1 Year";"No";22520;152;90;0
35091;"Female";62;1;8;0;"1-2 Year";"Yes";26004;154;59;1
35092;"Female";52;1;28;0;"1-2 Year";"Yes";39485;103;262;0
35093;"Male";46;1;34;0;"1-2 Year";"Yes";27872;138;251;0
35094;"Female";24;1;37;0;"< 1 Year";"No";28694;152;99;0
35095;"Female";46;1;41;0;"1-2 Year";"Yes";32954;124;70;0
35096;"Female";35;1;28;0;"1-2 Year";"Yes";27370;124;93;0
35097;"Female";27;1;8;0;"< 1 Year";"Yes";38118;151;76;0
35098;"Female";56;0;31;0;"1-2 Year";"No";2630;26;149;0
35099;"Female";44;1;28;0;"1-2 Year";"Yes";33329;35;137;0
35100;"Male";44;1;28;0;"1-2 Year";"Yes";36179;124;93;0
35101;"Male";52;1;48;0;"1-2 Year";"Yes";2630;124;169;0
35102;"Female";55;1;18;0;"1-2 Year";"Yes";25006;26;262;1
35103;"Female";21;1;6;1;"< 1 Year";"No";21773;160;67;0
35104;"Female";30;1;18;0;"1-2 Year";"Yes";2630;124;140;1
35105;"Male";27;1;35;1;"< 1 Year";"No";2630;152;19;0
